company_name,supplier_name,shipment_id,country,product_description,services_rating,total_shipments,unique_suppliers,lead_score,is_good_lead
Mcdonald and Sons,Stephenson PLC,100081,Kazakhstan,Solar Panels,2,2,2,20.24922118380062,False
"Cox, Jenkins and Steele","Evans, Moore and Carpenter",100082,Swaziland,Solar Panels,2,1,1,12.149532710280374,False
Kelly-Moore,Lewis Ltd,100083,United States Virgin Islands,Plastic Sheets,2,1,1,12.149532710280374,False
"Weber, Suarez and Cook","Holmes, Cross and Ramirez",100084,Marshall Islands,Solar Panels,1,1,1,0.0,False
Carter-Reeves,Brown-Brown,100085,Bangladesh,Solar Panels,5,1,1,48.59813084112149,True
"Chavez, Williams and Rocha","Smith, Ruiz and Watkins",100086,Saint Lucia,Plastic Sheets,3,1,1,24.299065420560744,False
"Armstrong, Brady and Hartman",Hooper-Fleming,100087,Mexico,Solar Panels,1,1,1,0.0,False
Johnson PLC,"Hobbs, Schultz and Morrow",100088,Montserrat,Plastic Sheets,2,10,10,32.030586236193706,True
"Nichols, Holloway and Hardin",Tucker Group,100089,Cyprus,Furniture,4,1,1,36.44859813084112,True
"Ramirez, Mcdonald and Moore",Duncan Inc,100090,Qatar,Solar Panels,3,1,1,24.299065420560744,False
Garrett Ltd,Chang-Jackson,100091,Saint Pierre and Miquelon,LED Bulbs,4,1,1,36.44859813084112,True
"Taylor, Santos and Clarke",Mosley-Bishop,100092,Western Sahara,Mobile Chargers,3,1,1,24.299065420560744,False
Duran-White,Lyons-Schmidt,100093,British Indian Ocean Territory (Chagos Archipelago),Solar Panels,2,1,1,12.149532710280374,False
"Mathis, Nunez and Bradley",Terrell Ltd,100094,Kenya,Solar Panels,2,1,1,12.149532710280374,False
"Murphy, Riley and Ray",Hays PLC,100095,India,Mobile Chargers,4,1,1,36.44859813084112,True
"Ayala, Vincent and Moore","Harris, Gregory and Rodriguez",100096,Benin,Furniture,1,1,1,0.0,False
"Noble, Young and Hill",Gonzalez Ltd,100097,Tonga,LED Bulbs,1,1,1,0.0,False
Wright PLC,Thomas Group,100098,Chile,Furniture,5,3,3,78.97196261682242,True
"Hayes, Oneal and Peterson",Robinson-Curry,100099,Congo,Plastic Sheets,2,1,1,12.149532710280374,False
"Wright, Garcia and Santiago",Garcia-Wallace,100100,Svalbard & Jan Mayen Islands,Plastic Sheets,5,1,1,48.59813084112149,True
Simpson and Sons,Harris and Sons,100102,Nauru,Mobile Chargers,3,3,3,42.5233644859813,True
"Wilson, Travis and Townsend",Burton LLC,100103,Mauritius,LED Bulbs,4,1,1,36.44859813084112,True
"Levine, Carter and Carr",Fuller Inc,100104,Sudan,Plastic Sheets,1,1,1,0.0,False
"Wood, Porter and Benson",Wang Inc,100105,Kuwait,Furniture,3,1,1,24.299065420560744,False
"Mcclain, Richardson and West",Stephens-Mullins,100106,British Virgin Islands,Furniture,2,1,1,12.149532710280374,False
Hartman-Pena,Marshall-Martin,100107,New Zealand,LED Bulbs,4,1,1,36.44859813084112,True
Huff-Hamilton,Norman Inc,100108,Singapore,Mobile Chargers,5,1,1,48.59813084112149,True
Sherman PLC,Anderson-Villarreal,100109,Saint Helena,LED Bulbs,5,1,1,48.59813084112149,True
Holmes-Hill,Le-Scott,100110,Malaysia,Plastic Sheets,5,1,1,48.59813084112149,True
Parker-Coffey,"Owens, Haas and Morales",100111,Faroe Islands,Solar Panels,3,1,1,24.299065420560744,False
Lawrence LLC,Hardin-Ortiz,100112,Nauru,Solar Panels,1,2,2,4.049844236760124,False
Smith-Rivera,"Barnes, Cruz and Brown",100113,Belgium,Furniture,1,2,2,4.049844236760124,False
Davies Group,Payne PLC,100114,Qatar,Furniture,3,2,2,36.44859813084111,True
Chan Group,Chapman LLC,100115,Moldova,LED Bulbs,2,1,1,12.149532710280374,False
"Barrera, Garza and Lawson",Branch-Adams,100116,Bahamas,Mobile Chargers,4,1,1,36.44859813084112,True
"Smith, Tanner and Hamilton",Mullen-Vazquez,100117,Barbados,Solar Panels,4,1,1,36.44859813084112,True
Wheeler Inc,Jimenez-Davis,100118,Falkland Islands (Malvinas),Plastic Sheets,3,3,3,42.5233644859813,True
Reid-Gray,"Jones, Richardson and Meza",100119,Syrian Arab Republic,Solar Panels,5,1,1,48.59813084112149,True
Castillo PLC,"Simmons, Fowler and Stewart",100120,Guinea,Plastic Sheets,3,1,1,24.299065420560744,False
Taylor-Carter,"Watson, Anderson and Griffith",100121,Sierra Leone,Mobile Chargers,3,1,1,24.299065420560744,False
"Weeks, Sullivan and Dean",Mejia-Brown,100122,New Caledonia,Furniture,1,1,1,0.0,False
Marsh PLC,Sellers Ltd,100123,Latvia,Solar Panels,3,2,2,36.44859813084111,True
Butler-Francis,Brown-Jenkins,100124,Reunion,Mobile Chargers,4,1,1,36.44859813084112,True
"Lopez, Hogan and Lara",Spencer and Sons,100125,Bouvet Island (Bouvetoya),Mobile Chargers,3,1,1,24.299065420560744,False
"Campbell, Eaton and Olson",Hayes-Smith,100126,Pakistan,Furniture,3,1,1,24.299065420560744,False
"Frank, Miller and Warren",Patrick Ltd,100127,Pitcairn Islands,Furniture,1,1,1,0.0,False
Franco-Sellers,"Wright, Pollard and Rubio",100128,Bulgaria,Solar Panels,1,1,1,0.0,False
Hunt Ltd,Chapman Inc,100129,Argentina,Mobile Chargers,2,1,1,12.149532710280374,False
Arnold PLC,"Taylor, Spears and Maddox",100130,Indonesia,LED Bulbs,4,2,2,52.64797507788161,True
"Sanders, Barr and Williams",Jackson Ltd,100131,Mozambique,Plastic Sheets,1,1,1,0.0,False
"Wilson, Williams and Thompson","Young, Johnson and Pierce",100132,British Indian Ocean Territory (Chagos Archipelago),LED Bulbs,5,1,1,48.59813084112149,True
Calderon and Sons,"Smith, Lopez and Martin",100133,Samoa,Mobile Chargers,1,2,2,4.049844236760124,False
Klein-Golden,Allen PLC,100134,Denmark,Furniture,2,1,1,12.149532710280374,False
Alexander LLC,"Carroll, Jones and Graham",100135,Botswana,Mobile Chargers,4,1,1,36.44859813084112,True
Morales and Sons,Jackson and Sons,100136,Rwanda,Solar Panels,2,4,4,26.728971962616825,True
Reyes-Anderson,Fisher-Rubio,100137,Guinea,LED Bulbs,1,1,1,0.0,False
Joyce Inc,Hudson-Hebert,100138,Ukraine,Plastic Sheets,3,1,1,24.299065420560744,False
Ball LLC,Garner-Kelley,100139,Mongolia,Mobile Chargers,3,1,1,24.299065420560744,False
"Swanson, Johnson and Marshall","Williamson, Mcguire and Henderson",100140,Malawi,Mobile Chargers,4,1,1,36.44859813084112,True
Guzman-Wells,Murray-Peck,100141,Hungary,Mobile Chargers,3,1,1,24.299065420560744,False
Valdez-Thomas,Robles-Horton,100142,Australia,Mobile Chargers,5,1,1,48.59813084112149,True
Pacheco-Knight,Gray Ltd,100143,Indonesia,Mobile Chargers,5,1,1,48.59813084112149,True
Bishop Group,"Perry, Webb and Ward",100144,Kenya,Mobile Chargers,4,2,2,52.64797507788161,True
"Mccormick, Huber and Miller",Alexander-Clark,100145,Chad,Furniture,3,1,1,24.299065420560744,False
"Morris, Davis and Chambers","Vargas, Sparks and Alexander",100146,Senegal,LED Bulbs,2,1,1,12.149532710280374,False
Perry Inc,Walker-Contreras,100147,Spain,Plastic Sheets,3,3,3,42.5233644859813,True
Hunt LLC,"Snyder, Moore and Woodard",100148,Chad,Furniture,3,1,1,24.299065420560744,False
"George, Gordon and Horne",Ramos-Lopez,100149,Tuvalu,LED Bulbs,2,1,1,12.149532710280374,False
Blankenship-Parker,"Downs, Sharp and Snyder",100150,Mayotte,Furniture,3,1,1,24.299065420560744,False
Butler-Ramos,White-Acosta,100151,Slovakia (Slovak Republic),Mobile Chargers,4,1,1,36.44859813084112,True
"Webb, Mason and Gross",Herring Ltd,100152,Japan,Mobile Chargers,1,1,1,0.0,False
Rice-Mcclure,Hall-Olson,100153,Antarctica (the territory South of 60 deg S),LED Bulbs,1,1,1,0.0,False
Luna LLC,Norman-Frey,100154,Hungary,LED Bulbs,2,1,1,12.149532710280374,False
Simmons Group,Green PLC,100155,Cyprus,Plastic Sheets,4,1,1,36.44859813084112,True
Powell LLC,"Ross, Moore and Chavez",100156,Russian Federation,Furniture,5,1,1,48.59813084112149,True
Mcdonald-Cunningham,Wright-Kelly,100157,Czech Republic,Mobile Chargers,4,1,1,36.44859813084112,True
Hill LLC,Singleton and Sons,100158,Vietnam,Mobile Chargers,5,4,4,85.04672897196261,True
"Lewis, Miller and Cooper","Nguyen, Jones and Johnson",100159,Gabon,LED Bulbs,3,1,1,24.299065420560744,False
Martinez-Hansen,Tucker Ltd,100160,British Indian Ocean Territory (Chagos Archipelago),Mobile Chargers,2,1,1,12.149532710280374,False
Price Group,"Scott, Higgins and Griffin",100161,San Marino,Furniture,1,1,1,0.0,False
Romero-Anderson,"Lam, Jones and Stevenson",100162,Guatemala,Solar Panels,1,1,1,0.0,False
"Hill, Morse and Best",Gray-Herring,100163,Western Sahara,LED Bulbs,4,1,1,36.44859813084112,True
"Mendez, Chavez and Stewart",Flowers Inc,100164,Australia,Furniture,5,1,1,48.59813084112149,True
Harmon-Richardson,Vargas-Jackson,100165,Cyprus,Solar Panels,2,1,1,12.149532710280374,False
"Horton, Neal and Fitzpatrick",Gibbs Ltd,100166,Finland,Furniture,5,1,1,48.59813084112149,True
Johnson-Anderson,"Ross, Miller and George",100167,Sierra Leone,LED Bulbs,2,1,1,12.149532710280374,False
Guzman PLC,Lowery Ltd,100168,Brunei Darussalam,Furniture,1,1,1,0.0,False
Austin Group,Rice Group,100169,Aruba,Mobile Chargers,5,3,3,78.97196261682242,True
Henry-West,Bautista-Kennedy,100170,Lebanon,Furniture,3,1,1,24.299065420560744,False
"Wade, Spencer and Ward","Rodriguez, Davis and Sanchez",100171,Kenya,Furniture,1,1,1,0.0,False
Morton Group,"Cooper, Avila and Fields",100172,United States of America,Plastic Sheets,1,1,1,0.0,False
"Walker, Lowe and Malone",Nguyen-Jones,100173,Gibraltar,LED Bulbs,2,1,1,12.149532710280374,False
"Brown, Jensen and Sweeney",Maynard PLC,100174,Iceland,Mobile Chargers,3,1,1,24.299065420560744,False
Gray Ltd,King-Simpson,100175,Macao,Furniture,1,2,2,4.049844236760124,False
Johnston-Thompson,Maldonado LLC,100176,Sao Tome and Principe,Mobile Chargers,3,1,1,24.299065420560744,False
Stephenson-Adams,"Mathews, Gonzalez and Jackson",100177,Iceland,Solar Panels,5,1,1,48.59813084112149,True
"Moore, Robinson and Moore",Orozco Ltd,100178,Nauru,Furniture,3,1,1,24.299065420560744,False
"Allen, Stewart and Mitchell","Hernandez, Mays and Davis",100179,Cayman Islands,Furniture,2,1,1,12.149532710280374,False
Bradley and Sons,Green LLC,100180,Togo,LED Bulbs,1,2,2,4.049844236760124,False
"Williamson, Davis and Paul",Daniel-Curtis,100181,Saint Vincent and the Grenadines,Furniture,2,1,1,12.149532710280374,False
Trujillo-Daniel,Morris Ltd,100182,Jersey,Plastic Sheets,1,1,1,0.0,False
Holloway Inc,"Kline, Davis and Horn",100183,Botswana,Furniture,4,1,1,36.44859813084112,True
"Lawson, Wilson and Mcgrath",Smith Ltd,100184,Honduras,Plastic Sheets,4,1,1,36.44859813084112,True
"Contreras, Hodges and Wilson","Ramirez, Kelly and Reyes",100185,Honduras,Furniture,4,1,1,36.44859813084112,True
"Stewart, Hartman and Pham",Mullen Inc,100186,United Arab Emirates,Furniture,2,1,1,12.149532710280374,False
Espinoza Inc,Mcdaniel-Clark,100187,Mauritania,LED Bulbs,2,1,1,12.149532710280374,False
Wade-Kim,"Jackson, Harris and Wallace",100188,Gabon,Solar Panels,4,1,1,36.44859813084112,True
Miller-Strickland,Smith-Atkins,100189,Jamaica,Furniture,1,1,1,0.0,False
"Taylor, Jackson and Bell","Brown, Sosa and Johnson",100190,Hong Kong,LED Bulbs,5,1,1,48.59813084112149,True
"Frazier, Williams and Alvarado",Fischer LLC,100191,Swaziland,Furniture,3,1,1,24.299065420560744,False
"Payne, Krueger and Edwards","Oliver, Willis and Jacobs",100192,Falkland Islands (Malvinas),Mobile Chargers,1,1,1,0.0,False
Wong-Dunlap,"Johnson, Hamilton and Taylor",100193,Malawi,Mobile Chargers,5,1,1,48.59813084112149,True
Carpenter PLC,Ford-Vasquez,100194,Sao Tome and Principe,Plastic Sheets,5,1,1,48.59813084112149,True
Malone PLC,Williams-Byrd,100195,Guadeloupe,Solar Panels,1,1,1,0.0,False
"Baldwin, Gonzales and Frank",Simmons LLC,100196,Singapore,LED Bulbs,2,1,1,12.149532710280374,False
"Stuart, Kelly and Valenzuela","Lee, Porter and Sampson",100197,Sudan,LED Bulbs,2,1,1,12.149532710280374,False
Scott Group,Contreras PLC,100198,Comoros,Furniture,1,4,4,7.289719626168227,False
Boone LLC,"Flores, Blake and Robertson",100199,Samoa,Furniture,5,1,1,48.59813084112149,True
Mcintosh-Flynn,Raymond-Garcia,100200,Equatorial Guinea,Plastic Sheets,2,1,1,12.149532710280374,False
"Warren, Melendez and Murphy","Haney, Wolf and Fox",100201,Egypt,Mobile Chargers,5,1,1,48.59813084112149,True
Gutierrez LLC,"Wheeler, Blair and Bell",100202,Korea,Solar Panels,5,2,2,68.8473520249221,True
Williams and Sons,Bates-Young,100203,Croatia,Furniture,4,9,9,75.32710280373833,True
"Noble, Lawrence and Bryant","Anderson, Burch and Carter",100204,Greenland,Furniture,5,1,1,48.59813084112149,True
Hanson-Andersen,"Cunningham, Vargas and Velasquez",100205,Senegal,Solar Panels,2,1,1,12.149532710280374,False
Murphy-Rowe,"Pace, Johnson and Hunt",100206,Peru,Solar Panels,5,1,1,48.59813084112149,True
Hodge Inc,"Parker, Cook and Zimmerman",100207,Saint Helena,Mobile Chargers,1,1,1,0.0,False
Joyce-Rice,"Walker, Steele and Lynn",100208,Grenada,LED Bulbs,2,1,1,12.149532710280374,False
Martin-Woodward,Johnson PLC,100209,Falkland Islands (Malvinas),Solar Panels,3,1,1,24.299065420560744,False
Gomez-Davis,Fowler and Sons,100210,Bangladesh,Furniture,2,1,1,12.149532710280374,False
Vazquez PLC,Russo Ltd,100211,Malawi,LED Bulbs,4,1,1,36.44859813084112,True
Lane-Jones,Smith Ltd,100213,United Kingdom,Mobile Chargers,5,1,1,48.59813084112149,True
Petersen and Sons,Cook-Robinson,100214,Guernsey,Mobile Chargers,5,1,1,48.59813084112149,True
Aguirre-Adams,Reyes LLC,100215,Cyprus,Solar Panels,4,1,1,36.44859813084112,True
Aguirre PLC,"Pena, Hunt and Herring",100216,Denmark,Plastic Sheets,2,1,1,12.149532710280374,False
"Hayes, Morgan and Peck",Mcneil Inc,100217,Hong Kong,LED Bulbs,1,1,1,0.0,False
Payne-Thomas,Dominguez Ltd,100218,Botswana,Plastic Sheets,5,1,1,48.59813084112149,True
"Parsons, Mills and Mueller",Rojas-Wise,100219,French Southern Territories,Mobile Chargers,3,1,1,24.299065420560744,False
"Williams, Fry and Sullivan","Robinson, Smith and Green",100220,Montserrat,Furniture,3,1,1,24.299065420560744,False
"Smith, Boone and Perez",Chen PLC,100221,Solomon Islands,Furniture,4,1,1,36.44859813084112,True
Smith-Orr,Thomas-Molina,100222,Algeria,Solar Panels,5,1,1,48.59813084112149,True
Peters Inc,Johnston-Holmes,100223,Saint Helena,Solar Panels,3,2,2,36.44859813084111,True
"Williams, Burton and Davis",Clark and Sons,100224,Hungary,LED Bulbs,1,1,1,0.0,False
Martin Ltd,Bean-Brooks,100225,Christmas Island,Furniture,1,4,4,7.289719626168227,False
"Lane, Lopez and Moore",Thompson Ltd,100226,Greece,LED Bulbs,3,1,1,24.299065420560744,False
Shaw-Campbell,"Greene, Smith and Gaines",100227,Solomon Islands,Mobile Chargers,3,1,1,24.299065420560744,False
"Owens, Payne and Cruz","Hooper, Davis and Wheeler",100228,Kenya,Furniture,3,1,1,24.299065420560744,False
Stark-Wang,Morton-Sanders,100229,Liberia,LED Bulbs,2,1,1,12.149532710280374,False
Johns-Mcdonald,"Hoover, Gutierrez and Morales",100230,Azerbaijan,Furniture,2,1,1,12.149532710280374,False
Peck-Odom,White Inc,100231,Morocco,Furniture,3,1,1,24.299065420560744,False
Thompson Ltd,Woods Inc,100232,Saint Lucia,Furniture,4,3,3,60.74766355140188,True
Pugh LLC,Chandler Group,100233,Belize,Mobile Chargers,5,1,1,48.59813084112149,True
"Ward, Cunningham and Holmes",Higgins Group,100235,Ukraine,LED Bulbs,5,1,1,48.59813084112149,True
"Brown, Crosby and Houston",Harrison-Johnson,100236,Mali,LED Bulbs,2,1,1,12.149532710280374,False
Castillo-Perry,Black Group,100237,Chad,Furniture,1,1,1,0.0,False
Guzman LLC,"Townsend, Walton and Mahoney",100238,Liechtenstein,LED Bulbs,4,3,3,60.74766355140188,True
"Liu, Gray and Barnes","Valenzuela, Cox and Gutierrez",100239,Bosnia and Herzegovina,Solar Panels,3,1,1,24.299065420560744,False
"Gonzales, Carter and Stanley","Underwood, Wilcox and Walker",100240,Lao People's Democratic Republic,Solar Panels,1,1,1,0.0,False
Carpenter-Gallagher,Andrade-Walker,100241,Brazil,Furniture,2,1,1,12.149532710280374,False
Brewer-Bowman,Perez-Hines,100242,Slovenia,Solar Panels,1,1,1,0.0,False
Wright-Leonard,"Nicholson, Valdez and Cooper",100243,Central African Republic,LED Bulbs,2,1,1,12.149532710280374,False
Moran-Cunningham,Mccarthy-Kramer,100244,Saint Barthelemy,LED Bulbs,3,1,1,24.299065420560744,False
"Cameron, Knight and Green",Jackson PLC,100245,Ireland,Mobile Chargers,2,1,1,12.149532710280374,False
Rios-Shaw,"Green, Yang and Andrews",100246,Lebanon,Mobile Chargers,4,1,1,36.44859813084112,True
"Thornton, Pierce and Walls","Guerrero, Beltran and Sanchez",100247,Macedonia,Mobile Chargers,1,1,1,0.0,False
Diaz LLC,Martin LLC,100248,Nepal,Plastic Sheets,1,4,4,7.289719626168227,False
Schneider and Sons,Watson-Erickson,100249,Latvia,Solar Panels,5,2,2,68.8473520249221,True
Cameron and Sons,Walsh-Harper,100250,Saint Pierre and Miquelon,Mobile Chargers,5,1,1,48.59813084112149,True
"Browning, Davis and Frost",Gray-Swanson,100251,United Arab Emirates,Plastic Sheets,1,1,1,0.0,False
Cline and Sons,Hahn Group,100252,Nepal,Mobile Chargers,2,1,1,12.149532710280374,False
Jimenez-Khan,Murray-White,100254,Burundi,Solar Panels,4,1,1,36.44859813084112,True
Robinson-Ford,Robinson LLC,100255,Albania,Plastic Sheets,1,1,1,0.0,False
"Davenport, Irwin and Abbott",Navarro-Lutz,100256,United States Virgin Islands,Mobile Chargers,2,1,1,12.149532710280374,False
Meyers-Gutierrez,Thompson-Robbins,100257,Liberia,LED Bulbs,1,1,1,0.0,False
Copeland-Jones,"White, Hill and Walsh",100258,Christmas Island,LED Bulbs,1,1,1,0.0,False
Burnett and Sons,"Tate, Olsen and Phillips",100259,Greenland,Plastic Sheets,5,1,1,48.59813084112149,True
